order_id,product_id,quantity,selling_price,discount_percent,total_price
83,110,2,254.93,18.03,509.86
84,73,1,855.32,17.92,855.32
84,108,1,1246.86,19.04,1246.86
84,59,1,711.92,28.02,711.92
84,3,3,848.4,17.31,2545.2
85,113,2,947.36,18.89,1894.72
85,102,1,379.5,7.44,379.5
85,41,3,648.97,10.36,1946.91
85,69,3,186.57,27.97,559.71
86,104,2,156.61,21.7,313.22
86,4,3,558.94,15.18,1676.82
86,42,1,947.12,16.55,947.12
86,46,1,581.71,26.83,581.71
87,86,1,1154.73,14.02,1154.73
88,65,1,1100.32,21.91,1100.32
89,79,3,1212.28,22.83,3636.84
89,16,1,712.3,27.17,712.3
89,19,3,1275.09,20.51,3825.27
90,64,2,405.6,22.89,811.2
90,72,1,1057.92,11.77,1057.92
90,48,2,1443.07,15.71,2886.14
90,34,1,918.46,22.43,918.46
91,112,3,1420.67,19.78,4262.01
91,86,2,1188.35,11.52,2376.7
91,118,1,1086.5,27.42,1086.5
91,106,1,1124.4,25.29,1124.4
92,59,1,924.16,6.56,924.16
92,20,2,729.25,10.63,1458.5
93,21,2,308.23,24.08,616.46
93,49,1,1610.65,8.07,1610.65
93,40,2,1545.17,8.08,3090.34
94,51,3,1212.81,22.16,3638.43
94,93,1,667.21,13.24,667.21
94,46,1,669.85,15.74,669.85
94,106,3,1243.04,17.41,3729.12
94,76,3,1391.06,12.4,4173.18
95,15,3,406.0,7.09,1218.0
95,56,2,741.09,17.75,1482.18
95,98,2,995.22,10.9,1990.44
95,93,3,659.97,14.18,1979.91
95,59,3,853.42,13.71,2560.26
96,114,2,844.47,10.54,1688.94
96,87,2,1376.51,5.39,2753.02
97,96,3,518.85,23.81,1556.55
97,52,2,814.5,6.7,1629.0
97,61,3,1153.45,24.51,3460.35
97,100,3,400.13,9.68,1200.39
98,58,2,1039.78,8.31,2079.56
98,106,3,1208.48,19.7,3625.44
98,15,3,360.47,17.51,1081.41
99,89,2,1019.88,17.42,2039.76
99,56,1,840.17,6.75,840.17
99,20,1,732.56,10.23,732.56
99,105,2,1252.39,12.85,2504.78
100,80,3,1198.57,5.1,3595.71
100,104,3,142.32,28.84,426.96
100,46,2,584.42,26.49,1168.84
101,78,3,1270.54,6.37,3811.62
101,32,3,1252.46,5.26,3757.38
102,118,1,1304.74,12.84,1304.74
103,8,3,1412.63,14.7,4237.89
103,53,1,817.06,25.45,817.06
103,28,1,487.92,19.88,487.92
103,10,1,1227.17,18.78,1227.17
104,51,1,1203.42,22.76,1203.42
104,35,3,144.3,29.61,432.9
104,86,1,1042.27,22.39,1042.27
105,28,1,491.06,19.37,491.06
105,97,2,795.07,28.31,1590.14
105,71,3,364.2,22.01,1092.6
106,17,3,531.4,25.89,1594.2
106,116,1,1206.57,22.11,1206.57
106,14,3,211.0,12.08,633.0
106,79,3,1408.61,10.34,4225.83
107,90,3,1054.19,13.24,3162.57
107,107,2,1076.96,13.22,2153.92
107,119,2,559.32,29.82,1118.64
107,53,1,962.24,12.2,962.24
108,37,3,1087.82,20.89,3263.46
109,72,3,940.83,21.53,2822.49
109,61,2,1251.9,18.07,2503.8
109,20,3,677.6,16.96,2032.8
109,90,1,1137.71,6.36,1137.71
110,53,1,970.17,11.48,970.17
110,16,1,769.98,21.27,769.98
110,66,2,1246.26,8.7,2492.52
110,115,2,368.7,14.85,737.4
110,96,1,507.63,25.46,507.63
111,109,3,699.89,22.06,2099.67
112,103,1,228.83,16.18,228.83
112,105,1,1303.34,9.3,1303.34
113,102,3,375.67,8.37,1127.01
113,44,1,282.13,6.58,282.13
113,103,3,221.8,18.76,665.4
113,55,1,348.16,10.73,348.16
114,24,3,391.08,5.54,1173.24
114,105,2,1211.93,15.66,2423.86
114,69,2,186.77,27.89,373.54
115,89,1,1012.53,18.01,1012.53
115,90,2,1115.0,8.23,2230.0
116,50,3,184.31,15.84,552.93
116,104,1,158.6,20.7,158.6
116,88,3,1074.54,29.17,3223.62
117,79,3,1368.13,12.91,4104.39
117,75,2,633.13,24.9,1266.26
117,58,3,1014.47,10.54,3043.41
118,109,1,723.65,19.42,723.65
119,6,2,203.48,16.61,406.96
119,31,2,630.33,21.6,1260.66
120,100,2,413.57,6.64,827.14
121,75,2,668.37,20.72,1336.74
121,15,2,367.53,15.9,735.06
121,72,3,1074.5,10.38,3223.5
121,76,2,1474.46,7.15,2948.92
122,86,1,973.84,27.49,973.84
122,26,3,337.57,22.04,1012.71
122,33,3,555.81,11.07,1667.43
123,67,3,468.42,17.97,1405.26
123,39,1,1315.95,26.73,1315.95
123,93,1,594.76,22.66,594.76
123,51,3,1218.44,21.79,3655.32
124,46,3,561.63,29.36,1684.89
125,79,3,1416.23,9.85,4248.69
125,29,1,1031.91,18.81,1031.91
125,55,3,306.4,21.43,919.2
126,77,2,1530.89,11.1,3061.78
126,36,1,327.5,14.27,327.5
126,83,1,589.6,16.84,589.6
127,2,1,547.15,6.47,547.15
127,119,1,715.9,10.18,715.9
127,112,2,1403.45,20.75,2806.9
128,31,1,679.35,15.5,679.35
128,87,1,1166.21,19.85,1166.21
128,82,1,902.19,16.93,902.19
129,77,1,1535.39,10.84,1535.39
129,120,3,696.25,27.85,2088.75
129,34,2,937.35,20.83,1874.7
129,110,1,293.06,5.77,293.06
130,5,1,403.4,13.8,403.4
130,12,2,1240.64,12.38,2481.28
131,20,1,580.39,28.87,580.39
131,116,2,1421.86,8.21,2843.72
131,35,2,160.71,21.61,321.42
132,46,3,745.11,6.28,2235.33
132,29,1,1076.27,15.32,1076.27
133,49,3,1236.52,29.42,3709.56
133,112,1,1515.52,14.43,1515.52
133,23,2,1523.35,6.83,3046.7
133,27,2,947.82,22.25,1895.64
133,29,2,1087.92,14.4,2175.84
134,104,3,172.46,13.77,517.38
134,107,3,1084.64,12.6,3253.92
134,35,1,185.75,9.39,185.75
134,92,1,796.15,6.99,796.15
135,111,1,850.65,24.72,850.65
135,63,2,1301.4,19.91,2602.8
135,89,1,907.76,26.5,907.76
135,105,2,1115.26,22.39,2230.52
136,38,3,414.67,17.89,1244.01
137,108,1,1168.75,24.11,1168.75
137,33,2,559.74,10.44,1119.48
138,116,3,1185.23,23.48,3555.69
138,64,3,451.84,14.1,1355.52
139,64,1,420.98,19.97,420.98
139,31,1,697.71,13.22,697.71
139,81,3,1458.51,10.74,4375.53
139,55,2,276.4,29.13,552.8
140,111,3,958.15,15.21,2874.45
140,95,2,816.26,16.28,1632.52
141,101,1,1422.14,17.6,1422.14
141,19,1,1460.51,8.95,1460.51
141,37,3,1066.17,22.46,3198.51
141,87,1,1227.78,15.62,1227.78
142,11,3,922.99,28.73,2768.97
142,79,2,1296.85,17.45,2593.7
142,45,2,419.25,24.73,838.5
142,15,3,395.99,9.38,1187.97
143,117,2,828.77,7.81,1657.54
143,12,3,1330.77,6.02,3992.31
144,18,1,387.68,24.43,387.68
145,78,3,1240.95,8.55,3722.85
145,101,3,1335.09,22.65,4005.27
146,74,3,286.18,13.02,858.54
147,24,1,327.56,20.88,327.56
148,81,2,1246.9,23.69,2493.8
148,104,2,186.37,6.81,372.74
148,38,2,479.16,5.12,958.32
148,19,1,1298.92,19.02,1298.92
149,57,1,934.85,8.35,934.85
149,66,1,1099.41,19.46,1099.41
150,26,3,346.66,19.94,1039.98
150,29,1,1033.46,18.69,1033.46
150,58,1,1012.17,10.74,1012.17
150,12,3,1269.67,10.33,3809.01
150,97,2,874.63,21.13,1749.26
151,110,2,255.66,17.79,511.32
151,57,1,723.47,29.07,723.47
151,41,3,620.99,14.23,1862.97
152,92,1,624.82,27.01,624.82
152,66,1,1178.0,13.7,1178.0
152,86,2,1194.75,11.04,2389.5
152,83,2,512.97,27.65,1025.94
153,105,1,1327.0,7.65,1327.0
153,73,1,829.08,20.43,829.08
154,78,2,1232.93,9.14,2465.86
154,19,2,1302.37,18.81,2604.74
154,43,2,631.29,21.68,1262.58
155,72,2,1068.93,10.85,2137.86
155,90,2,906.8,25.37,1813.6
155,63,2,1252.85,22.9,2505.7
156,84,2,1324.99,15.01,2649.98
156,33,2,552.9,11.54,1105.8
157,79,3,1200.62,23.58,3601.86
157,12,3,1229.5,13.17,3688.5
157,100,1,398.5,10.05,398.5
158,116,2,1445.23,6.7,2890.46
158,94,2,550.66,16.06,1101.32
159,86,1,1218.27,9.29,1218.27
159,108,1,1086.05,29.48,1086.05
159,75,1,760.93,9.74,760.93
159,109,3,728.33,18.89,2184.99
159,61,2,1219.41,20.2,2438.82
160,105,1,1118.15,22.19,1118.15
160,99,3,1103.11,9.58,3309.33
161,59,2,692.9,29.94,1385.8
161,39,3,1383.51,22.97,4150.53
161,75,2,615.61,26.97,1231.22
161,17,2,548.78,23.46,1097.56
162,34,2,1064.64,10.08,2129.28
163,120,1,721.42,25.24,721.42
164,52,2,644.91,26.13,1289.82
164,111,1,887.47,21.46,887.47
164,53,1,919.81,16.08,919.81
165,61,1,1344.59,12.0,1344.59
165,120,2,725.64,24.8,1451.28
165,2,3,546.81,6.53,1640.43
165,41,1,571.98,21.0,571.98
166,12,2,1194.98,15.61,2389.96
167,20,3,760.87,6.76,2282.61
167,14,1,189.72,20.95,189.72
167,111,2,1035.72,8.34,2071.44
168,78,3,1074.67,20.81,3224.01
169,92,2,708.46,17.24,1416.92
170,55,2,340.97,12.57,681.94
170,105,1,1062.07,26.09,1062.07
170,7,1,402.85,26.22,402.85
171,4,3,511.85,22.33,1535.55
171,18,3,444.25,13.4,1332.75
171,113,2,998.14,14.54,1996.28
172,37,1,1214.57,11.67,1214.57
173,51,1,1249.01,19.83,1249.01
173,87,1,1182.66,18.72,1182.66
174,74,1,302.55,8.04,302.55
174,117,3,730.17,18.78,2190.51
175,13,2,1259.15,19.03,2518.3
175,13,2,1431.41,7.95,2862.82
175,15,3,405.48,7.21,1216.44
175,16,3,894.85,8.5,2684.55
176,84,3,1388.41,10.94,4165.23
176,95,3,918.82,5.76,2756.46
176,88,2,1329.8,12.34,2659.6
177,65,2,1329.97,5.61,2659.94
177,63,3,1246.57,23.29,3739.71
178,62,1,485.19,10.32,485.19
178,111,2,908.83,19.57,1817.66
179,73,3,770.29,26.08,2310.87
179,104,2,177.51,11.24,355.02
179,84,2,1250.66,19.78,2501.32
179,31,3,705.37,12.27,2116.11
180,48,2,1587.81,7.25,3175.62
181,12,2,1134.34,19.89,2268.68
181,73,3,963.22,7.56,2889.66
182,113,1,1040.47,10.92,1040.47
182,81,2,1221.98,25.22,2443.96
183,109,3,831.09,7.45,2493.27
184,26,2,397.74,8.14,795.48
184,74,1,267.33,18.75,267.33
185,78,1,1032.45,23.92,1032.45
185,47,3,1473.05,7.12,4419.15
185,66,1,1187.75,12.99,1187.75
186,113,3,875.91,25.01,2627.73
186,67,3,445.22,22.03,1335.66
186,39,3,1679.89,6.47,5039.67
187,8,1,1371.21,17.2,1371.21
188,112,3,1418.05,19.93,4254.15
188,94,1,593.32,9.55,593.32
188,70,1,1287.66,23.76,1287.66
188,26,1,361.31,16.56,361.31
188,107,1,1139.02,8.22,1139.02
189,57,1,957.53,6.12,957.53
189,92,2,622.81,27.24,1245.62
189,39,3,1605.13,10.63,4815.39
190,74,3,276.64,15.92,829.92
190,15,2,405.22,7.27,810.44
191,33,1,475.95,23.85,475.95
191,39,3,1643.45,8.49,4930.35
191,35,1,184.68,9.91,184.68
191,96,2,591.41,13.16,1182.82
192,51,1,1285.39,17.5,1285.39
192,16,2,742.22,24.11,1484.44
193,62,2,386.76,28.51,773.52
193,61,1,1084.07,29.05,1084.07
193,49,3,1406.15,19.74,4218.45
194,12,2,1277.85,9.76,2555.7
194,93,2,704.18,8.43,1408.36
195,40,2,1237.47,26.38,2474.94
195,80,3,917.18,27.38,2751.54
196,77,2,1579.43,8.28,3158.86
196,29,1,1195.27,5.96,1195.27
197,103,2,214.12,21.57,428.24
197,102,1,299.85,26.87,299.85
198,24,2,293.23,29.17,586.46
198,102,3,375.81,8.34,1127.43
198,86,2,1238.92,7.75,2477.84
199,12,3,1130.92,20.13,3392.76
200,13,3,1102.95,29.07,3308.85
201,53,1,943.26,13.94,943.26
201,63,2,1489.82,8.32,2979.64
201,93,2,640.38,16.73,1280.76
201,21,1,378.88,6.68,378.88
202,61,1,1229.56,19.53,1229.56
202,96,3,606.57,10.93,1819.71
203,94,1,477.85,27.16,477.85
203,31,1,651.75,18.94,651.75
204,116,1,1465.99,5.36,1465.99
204,81,2,1358.45,16.86,2716.9
204,91,2,254.4,27.93,508.8
204,55,3,346.56,11.14,1039.68
205,44,1,226.12,25.12,226.12
206,1,1,849.97,29.35,849.97
206,29,3,998.14,21.47,2994.42
207,56,1,670.59,25.57,670.59
207,13,3,1276.02,17.94,3828.06
207,48,3,1274.27,25.57,3822.81
207,73,2,973.16,6.61,1946.32
207,55,2,300.83,22.86,601.66
208,27,3,1043.37,14.41,3130.11
208,94,3,546.82,16.64,1640.46
208,67,1,487.64,14.6,487.64
208,61,2,1157.86,24.22,2315.72
209,19,2,1336.51,16.68,2673.02
209,10,1,1412.51,6.52,1412.51
210,92,3,636.21,25.68,1908.63
210,100,3,360.33,18.66,1080.99
211,51,2,1466.11,5.9,2932.22
211,13,1,1187.99,23.6,1187.99
212,66,3,1157.74,15.18,3473.22
212,8,3,1262.21,23.78,3786.63
212,42,2,1064.27,6.23,2128.54
213,99,2,1089.11,10.73,2178.22
213,112,3,1368.82,22.71,4106.46
213,119,3,574.9,27.87,1724.7
213,55,2,312.18,19.95,624.36
213,95,2,770.5,20.97,1541.0
214,119,1,666.71,16.35,666.71
214,48,3,1401.94,18.11,4205.82
214,4,3,598.23,9.22,1794.69
214,117,2,668.34,25.66,1336.68
215,53,2,826.57,24.58,1653.14
215,67,3,540.59,5.33,1621.77
215,102,2,311.82,23.95,623.64
215,9,3,218.0,21.01,654.0
216,31,2,693.11,13.79,1386.22
216,25,2,1330.07,9.21,2660.14
216,94,3,548.44,16.4,1645.32
217,16,1,772.83,20.98,772.83
217,49,2,1609.43,8.14,3218.86
217,113,1,1035.92,11.31,1035.92
217,19,1,1370.25,14.57,1370.25
218,37,1,1002.23,27.11,1002.23
218,111,1,817.83,27.63,817.83
218,13,2,1397.01,10.16,2794.02
219,65,1,1085.9,22.93,1085.9
220,111,2,822.07,27.25,1644.14
220,54,3,650.38,13.17,1951.14
221,79,1,1203.64,23.38,1203.64
221,13,2,1107.46,28.78,2214.92
221,107,1,994.57,19.86,994.57
221,67,3,526.27,7.83,1578.81
222,103,1,258.6,5.28,258.6
222,55,1,304.87,21.83,304.87
223,29,1,942.57,25.84,942.57
223,10,2,1363.47,9.76,2726.94
223,23,3,1166.8,28.64,3500.4
223,78,2,1020.15,24.82,2040.3
223,90,1,1076.26,11.42,1076.26
224,106,1,1203.48,20.03,1203.48
224,8,2,1254.88,24.22,2509.76
224,16,1,707.7,27.64,707.7
224,28,1,563.96,7.4,563.96
224,41,1,541.24,25.24,541.24
225,30,3,763.98,18.12,2291.94
226,29,3,928.17,26.97,2784.51
226,20,2,631.4,22.62,1262.8
226,92,2,796.35,6.97,1592.7
226,109,1,638.97,28.84,638.97
227,92,1,605.37,29.28,605.37
227,39,3,1525.71,15.05,4577.13
227,30,2,655.81,29.71,1311.62
228,116,1,1383.01,10.72,1383.01
228,51,1,1338.98,14.06,1338.98
228,116,1,1395.09,9.94,1395.09
228,37,2,1087.9,20.88,2175.8
228,50,2,158.06,27.82,316.12
229,115,2,342.23,20.96,684.46
229,21,3,295.31,27.26,885.93
230,45,1,410.8,26.25,410.8
231,15,1,358.22,18.03,358.22
231,83,2,505.93,28.64,1011.86
231,102,2,320.47,21.84,640.94
231,32,2,932.57,29.46,1865.14
231,55,1,329.66,15.47,329.66
232,29,2,1170.47,7.91,2340.94
232,32,1,1072.07,18.91,1072.07
232,89,3,1069.6,13.39,3208.8
233,66,1,1080.81,20.82,1080.81
234,120,1,756.83,21.57,756.83
234,99,2,893.19,26.79,1786.38
234,97,3,1015.77,8.41,3047.31
234,46,2,741.33,6.75,1482.66
235,96,1,504.49,25.92,504.49
235,42,2,884.14,22.1,1768.28
235,35,3,191.87,6.4,575.61
236,93,3,615.4,19.97,1846.2
237,40,1,1218.15,27.53,1218.15
237,118,1,1166.63,22.07,1166.63
238,44,1,216.44,28.33,216.44
239,34,2,863.14,27.1,1726.28
239,5,3,409.7,12.46,1229.1
239,110,2,241.94,22.21,483.88
240,44,2,284.34,5.85,568.68
240,94,3,494.76,24.58,1484.28
240,56,2,841.36,6.62,1682.72
240,85,3,709.97,28.14,2129.91
241,53,3,1012.62,7.61,3037.86
241,52,3,668.65,23.41,2005.95
241,49,1,1616.81,7.72,1616.81
241,5,2,407.44,12.94,814.88
241,107,2,1053.95,15.07,2107.9
242,100,3,382.6,13.63,1147.8
242,93,3,605.95,21.2,1817.85
242,29,1,1148.47,9.64,1148.47
243,19,1,1125.78,29.81,1125.78
243,30,1,804.6,13.76,804.6
243,37,2,1283.27,6.67,2566.54
243,96,1,627.02,7.93,627.02
244,89,1,873.43,29.28,873.43
244,17,1,538.88,24.84,538.88
244,101,3,1257.11,27.17,3771.33
244,89,1,903.32,26.86,903.32
245,20,3,746.05,8.57,2238.15
245,98,3,1047.85,6.19,3143.55
246,49,1,1425.72,18.62,1425.72
246,74,2,307.41,6.56,614.82
247,52,2,739.24,15.32,1478.48
247,6,2,229.06,6.12,458.12
247,91,1,270.0,23.51,270.0
247,77,1,1232.8,28.41,1232.8
248,110,1,240.31,22.73,240.31
248,18,3,459.28,10.47,1377.84
248,63,2,1160.76,28.57,2321.52
249,104,1,182.59,8.7,182.59
249,69,2,189.26,26.93,378.52
250,38,3,387.74,23.22,1163.22
250,16,3,726.78,25.69,2180.34
250,69,1,227.1,12.32,227.1
251,66,2,1042.0,23.66,2084.0
252,51,3,1432.44,8.06,4297.32
252,23,2,1306.27,20.11,2612.54
252,115,3,318.74,26.39,956.22
253,76,1,1161.99,26.83,1161.99
253,14,2,206.65,13.89,413.3
253,84,1,1140.52,26.84,1140.52
254,30,3,751.7,19.43,2255.1
255,114,1,755.28,19.99,755.28
255,88,3,1258.55,17.04,3775.65
255,112,1,1597.86,9.78,1597.86
256,36,1,325.98,14.67,325.98
256,81,3,1257.8,23.02,3773.4
256,38,2,406.85,19.44,813.7
257,18,2,367.39,28.38,734.78
257,109,2,692.95,22.83,1385.9
258,1,1,898.74,25.29,898.74
258,73,2,755.07,27.54,1510.14
258,108,2,1367.54,11.2,2735.08
259,65,1,989.66,29.76,989.66
259,25,3,1310.86,10.52,3932.58
259,75,1,763.24,9.46,763.24
260,3,1,895.45,12.72,895.45
261,26,3,409.23,5.49,1227.69
261,11,1,940.24,27.39,940.24
261,119,2,685.79,13.95,1371.58
261,95,3,838.69,13.98,2516.07
262,113,3,1002.36,14.18,3007.08
