order_id,customer_id,order_date,order_status,order_value,delivery_date,delivery_time_days
68,530,2024-02-22,Delivered,2034.08,2024-02-27,5
69,887,2023-11-20,Delivered,7439.85,2023-11-24,4
70,1096,2023-01-07,Delivered,4700.6900000000005,2023-01-11,4
71,1549,2024-08-22,Delivered,4060.35,2024-08-27,5
72,733,2024-05-29,Delivered,5718.19,2024-06-03,5
73,618,2024-09-13,Delivered,9923.55,2024-09-15,2
74,897,2024-01-26,Delivered,5669.55,2024-01-31,5
75,971,2023-06-10,Delivered,7253.48,2023-06-16,6
76,401,2024-07-12,Delivered,1203.7,2024-07-16,4
77,611,2024-11-24,Cancelled,6027.21,2024-11-27,3
78,1776,2024-10-25,Delivered,7681.639999999999,2024-10-28,3
79,1134,2024-07-22,Delivered,7610.42,2024-07-24,2
80,587,2024-09-02,Delivered,4098.860000000001,2024-09-08,6
81,175,2023-11-09,Delivered,5991.88,2023-11-13,4
82,1487,2023-12-19,Delivered,7174.37,2023-12-23,4
83,1744,2024-06-08,Delivered,4352.01,2024-06-11,3
84,259,2023-07-18,Delivered,5359.299999999999,2023-07-21,3
85,1162,2023-02-25,Cancelled,4780.84,2023-02-27,2
86,1125,2024-04-17,Delivered,3518.87,2024-04-19,2
87,69,2023-09-14,Delivered,1154.73,2023-09-20,6
88,998,2023-12-05,Delivered,1100.32,2023-12-09,4
89,481,2023-04-13,Delivered,8174.41,2023-04-17,4
90,199,2023-11-22,Delivered,5673.719999999999,2023-11-27,5
91,1351,2023-11-10,Delivered,8849.61,2023-11-16,6
92,581,2024-01-09,Delivered,2382.66,2024-01-15,6
93,346,2023-01-05,Delivered,5317.450000000001,2023-01-11,6
94,1459,2024-10-18,Delivered,12877.79,2024-10-20,2
95,276,2024-11-26,Delivered,9230.79,2024-12-01,5
96,948,2024-04-01,Delivered,4441.96,2024-04-06,5
97,1130,2023-04-22,Delivered,7846.29,2023-04-25,3
98,1724,2023-10-15,Cancelled,6786.41,2023-10-20,5
99,552,2023-07-21,Delivered,6117.27,2023-07-25,4
100,157,2023-03-19,Cancelled,5191.51,2023-03-25,6
101,1294,2023-02-01,Delivered,7569.0,2023-02-06,5
102,1576,2024-08-27,Delivered,1304.74,2024-08-29,2
103,267,2024-07-10,Cancelled,6770.040000000001,2024-07-13,3
104,1340,2023-06-02,Delivered,2678.59,2023-06-04,2
105,1582,2024-08-26,Delivered,3173.8,2024-09-01,6
106,952,2024-05-28,Delivered,7659.6,2024-06-02,5
107,1029,2023-01-11,Delivered,7397.370000000001,2023-01-15,4
108,1652,2024-09-20,Delivered,3263.46,2024-09-26,6
109,288,2024-04-01,Delivered,8496.8,2024-04-05,4
110,1159,2024-11-06,Cancelled,5477.7,2024-11-08,2
111,496,2024-01-03,Delivered,2099.67,2024-01-05,2
112,475,2023-03-06,Delivered,1532.1699999999998,2023-03-11,5
113,1370,2023-07-31,Delivered,2422.7,2023-08-04,4
114,795,2024-04-25,Cancelled,3970.64,2024-05-01,6
115,82,2024-10-26,Delivered,3242.53,2024-11-01,6
116,1068,2024-10-10,Delivered,3935.15,2024-10-14,4
117,540,2024-08-15,Delivered,8414.060000000001,2024-08-21,6
118,388,2024-01-10,Delivered,723.65,2024-01-14,4
119,160,2024-06-13,Delivered,1667.62,2024-06-18,5
120,457,2024-06-12,Delivered,827.14,2024-06-15,3
121,707,2024-05-13,Delivered,8244.220000000001,2024-05-16,3
122,14,2024-05-28,Cancelled,3653.98,2024-06-02,5
123,472,2023-03-20,Delivered,6971.29,2023-03-26,6
124,308,2023-07-11,Delivered,1684.89,2023-07-17,6
125,1674,2023-05-02,Delivered,6199.799999999999,2023-05-05,3
126,677,2023-04-27,Delivered,3978.88,2023-04-30,3
127,432,2024-08-27,Delivered,4069.95,2024-09-01,5
128,46,2023-09-07,Delivered,2747.75,2023-09-09,2
129,330,2023-05-18,Delivered,5791.900000000001,2023-05-20,2
130,587,2023-05-31,Delivered,2884.6800000000003,2023-06-04,4
131,369,2024-06-13,Returned,3745.53,2024-06-19,6
132,1155,2024-10-14,Delivered,3311.6,2024-10-18,4
133,1356,2023-10-18,Cancelled,12343.26,2023-10-24,6
134,1243,2024-04-27,Cancelled,4753.2,2024-05-02,5
135,421,2024-09-07,Delivered,6591.7300000000005,2024-09-11,4
136,1572,2023-07-06,Delivered,1244.01,2023-07-08,2
137,344,2024-12-03,Delivered,2288.23,2024-12-07,4
138,1210,2023-03-12,Delivered,4911.21,2023-03-14,2
139,223,2023-01-17,Delivered,6047.02,2023-01-22,5
140,1033,2024-12-01,Delivered,4506.969999999999,2024-12-05,4
141,99,2023-07-01,Delivered,7308.94,2023-07-04,3
142,80,2024-06-28,Delivered,7389.139999999999,2024-07-02,4
143,494,2024-11-06,Delivered,5649.85,2024-11-10,4
144,1695,2023-01-02,Cancelled,387.68,2023-01-05,3
145,1330,2024-03-17,Delivered,7728.12,2024-03-20,3
146,89,2024-12-15,Delivered,858.54,2024-12-19,4
147,1644,2024-05-08,Delivered,327.56,2024-05-14,6
148,1207,2024-12-14,Delivered,5123.780000000001,2024-12-18,4
149,522,2024-05-03,Delivered,2034.26,2024-05-07,4
150,172,2023-10-18,Delivered,8643.880000000001,2023-10-24,6
151,528,2023-07-13,Delivered,3097.76,2023-07-18,5
152,15,2024-08-14,Delivered,5218.26,2024-08-17,3
153,769,2024-11-01,Delivered,2156.08,2024-11-05,4
154,838,2024-01-06,Delivered,6333.18,2024-01-09,3
155,1199,2023-09-17,Delivered,6457.16,2023-09-20,3
156,1157,2024-01-10,Delivered,3755.78,2024-01-16,6
157,814,2023-07-28,Delivered,7688.860000000001,2023-08-01,4
158,989,2023-07-03,Delivered,3991.78,2023-07-09,6
159,520,2023-11-11,Delivered,7689.059999999999,2023-11-14,3
160,816,2023-05-22,Cancelled,4427.48,2023-05-27,5
161,1532,2023-08-24,Delivered,7865.11,2023-08-26,2
162,332,2023-04-13,Delivered,2129.28,2023-04-18,5
163,694,2024-07-17,Delivered,721.42,2024-07-23,6
164,107,2023-06-14,Delivered,3097.1,2023-06-20,6
165,1648,2023-04-04,Delivered,5008.28,2023-04-07,3
166,1230,2024-03-21,Delivered,2389.96,2024-03-27,6
167,760,2023-03-23,Delivered,4543.77,2023-03-27,4
168,1907,2024-02-15,Delivered,3224.01,2024-02-21,6
169,1458,2024-09-03,Delivered,1416.92,2024-09-06,3
170,359,2024-10-17,Delivered,2146.86,2024-10-23,6
171,531,2023-10-20,Delivered,4864.58,2023-10-23,3
172,1046,2024-06-12,Delivered,1214.57,2024-06-15,3
173,1381,2023-02-06,Delivered,2431.67,2023-02-11,5
174,1999,2023-06-11,Delivered,2493.0600000000004,2023-06-17,6
175,819,2023-12-28,Delivered,9282.11,2023-12-31,3
176,411,2024-06-14,Delivered,9581.29,2024-06-18,4
177,1883,2023-04-03,Delivered,6399.65,2023-04-08,5
178,1146,2024-08-19,Delivered,2302.85,2024-08-21,2
179,567,2023-08-20,Delivered,7283.32,2023-08-26,6
180,414,2024-08-11,Delivered,3175.62,2024-08-14,3
181,519,2023-04-20,Delivered,5158.34,2023-04-23,3
182,697,2023-04-30,Delivered,3484.4300000000003,2023-05-06,6
183,1795,2024-07-04,Delivered,2493.27,2024-07-10,6
184,1422,2024-03-29,Returned,1062.81,2024-04-01,3
185,1577,2023-09-07,Delivered,6639.349999999999,2023-09-09,2
186,940,2024-11-28,Delivered,9003.060000000001,2024-12-03,5
187,57,2024-05-08,Delivered,1371.21,2024-05-14,6
188,226,2024-11-24,Delivered,7635.459999999999,2024-11-27,3
189,845,2023-12-28,Delivered,7018.54,2023-12-31,3
190,270,2023-09-12,Delivered,1640.36,2023-09-17,5
191,1534,2023-12-17,Delivered,6773.8,2023-12-19,2
192,976,2023-11-18,Delivered,2769.83,2023-11-22,4
193,552,2023-07-07,Cancelled,6076.04,2023-07-09,2
194,1864,2023-07-14,Delivered,3964.06,2023-07-16,2
195,248,2023-09-29,Delivered,5226.48,2023-10-03,4
196,512,2024-09-25,Delivered,4354.13,2024-09-28,3
197,246,2023-03-22,Delivered,728.09,2023-03-27,5
198,1258,2023-01-07,Delivered,4191.7300000000005,2023-01-12,5
199,87,2024-05-08,Delivered,3392.76,2024-05-14,6
200,1840,2024-08-11,Cancelled,3308.85,2024-08-17,6
201,1566,2024-06-07,Delivered,5582.54,2024-06-09,2
202,1182,2023-05-12,Delivered,3049.27,2023-05-16,4
203,980,2024-07-07,Delivered,1129.6,2024-07-11,4
204,1763,2024-12-03,Delivered,5731.37,2024-12-09,6
205,247,2024-12-16,Delivered,226.12,2024-12-18,2
206,18,2023-01-13,Delivered,3844.39,2023-01-18,5
207,207,2023-11-30,Delivered,10869.44,2023-12-04,4
208,384,2024-07-15,Delivered,7573.93,2024-07-20,5
209,1964,2024-09-19,Delivered,4085.53,2024-09-23,4
210,435,2023-08-04,Delivered,2989.62,2023-08-06,2
211,748,2024-02-15,Delivered,4120.21,2024-02-21,6
212,135,2024-08-12,Delivered,9388.39,2024-08-14,2
213,1477,2023-10-04,Delivered,10174.74,2023-10-09,5
214,1754,2024-01-26,Delivered,8003.9,2024-01-28,2
215,1513,2023-06-03,Delivered,4552.55,2023-06-05,2
216,432,2024-05-26,Delivered,5691.68,2024-06-01,6
217,1292,2024-06-13,Delivered,6397.860000000001,2024-06-16,3
218,997,2023-11-04,Delivered,4614.08,2023-11-08,4
219,98,2024-02-12,Delivered,1085.9,2024-02-14,2
220,221,2023-09-18,Delivered,3595.28,2023-09-24,6
221,922,2023-12-09,Delivered,5991.9400000000005,2023-12-12,3
222,1142,2023-09-21,Delivered,563.47,2023-09-26,5
223,720,2024-11-26,Returned,10286.47,2024-12-02,6
224,590,2024-10-27,Delivered,5526.14,2024-11-01,5
225,292,2023-12-30,Delivered,2291.94,2024-01-03,4
226,1587,2024-04-02,Cancelled,6278.9800000000005,2024-04-07,5
227,587,2024-04-19,Delivered,6494.12,2024-04-24,5
228,172,2024-10-17,Delivered,6609.0,2024-10-19,2
229,1293,2024-09-19,Delivered,1570.39,2024-09-21,2
230,147,2023-03-23,Delivered,410.8,2023-03-25,2
231,649,2024-10-30,Delivered,4205.820000000001,2024-11-02,3
232,1321,2024-02-09,Delivered,6621.81,2024-02-12,3
233,1768,2024-01-07,Delivered,1080.81,2024-01-12,5
234,923,2024-02-28,Delivered,7073.18,2024-03-04,5
235,257,2023-08-29,Delivered,2848.38,2023-09-02,4
236,1436,2023-03-23,Delivered,1846.2,2023-03-26,3
237,196,2023-03-07,Cancelled,2384.78,2023-03-12,5
238,111,2023-01-27,Delivered,216.44,2023-01-31,4
239,171,2023-04-17,Delivered,3439.26,2023-04-19,2
240,400,2023-11-13,Delivered,5865.59,2023-11-19,6
241,908,2024-10-03,Delivered,9583.4,2024-10-06,3
242,350,2023-01-30,Delivered,4114.12,2023-02-04,5
243,1875,2023-11-30,Cancelled,5123.9400000000005,2023-12-04,4
244,1784,2024-07-07,Cancelled,6086.96,2024-07-09,2
245,277,2024-12-15,Delivered,5381.700000000001,2024-12-18,3
246,936,2024-10-08,Delivered,2040.54,2024-10-13,5
247,891,2024-06-20,Delivered,3439.4,2024-06-22,2
248,1862,2023-12-22,Delivered,3939.67,2023-12-26,4
249,184,2024-03-28,Delivered,561.11,2024-03-31,3
250,319,2023-11-07,Delivered,3570.6600000000003,2023-11-10,3
251,1553,2023-05-20,Delivered,2084.0,2023-05-25,5
252,18,2024-12-05,Cancelled,7866.08,2024-12-11,6
253,978,2023-11-03,Delivered,2715.81,2023-11-08,5
254,600,2024-09-03,Delivered,2255.1,2024-09-07,4
255,383,2023-07-13,Delivered,6128.79,2023-07-19,6
256,809,2023-09-13,Delivered,4913.08,2023-09-17,4
257,799,2024-01-23,Delivered,2120.6800000000003,2024-01-29,6
258,246,2024-06-13,Delivered,5143.96,2024-06-16,3
259,1654,2024-12-11,Delivered,5685.48,2024-12-15,4
260,1522,2024-06-28,Delivered,895.45,2024-07-04,6
261,1748,2023-03-12,Delivered,6055.58,2023-03-17,5
262,1305,2024-04-11,Delivered,5139.9,2024-04-13,2
263,1276,2024-05-18,Delivered,3778.56,2024-05-24,6
264,51,2024-07-01,Delivered,6075.16,2024-07-04,3
265,578,2023-10-03,Delivered,2732.02,2023-10-05,2
266,17,2023-08-27,Delivered,3863.76,2023-08-31,4
267,223,2023-12-17,Delivered,7986.7,2023-12-19,2
268,1021,2024-01-16,Delivered,6591.589999999999,2024-01-21,5
269,677,2023-03-24,Delivered,1247.61,2023-03-30,6
270,115,2023-09-30,Delivered,2117.3,2023-10-02,2
271,482,2023-07-05,Delivered,5234.52,2023-07-07,2
272,1674,2024-01-26,Delivered,6107.87,2024-01-29,3
273,255,2024-01-30,Delivered,4256.52,2024-02-04,5
274,1511,2023-02-04,Delivered,4373.99,2023-02-10,6
275,193,2024-06-17,Delivered,4180.18,2024-06-19,2
276,797,2024-11-28,Returned,4264.96,2024-11-30,2
277,325,2024-10-06,Delivered,11209.74,2024-10-10,4
278,1126,2024-06-17,Delivered,4450.610000000001,2024-06-23,6
279,612,2023-07-23,Delivered,863.19,2023-07-26,3
280,224,2023-04-26,Delivered,5128.700000000001,2023-04-29,3
281,31,2023-06-21,Delivered,4688.879999999999,2023-06-24,3
282,811,2023-09-06,Delivered,1103.67,2023-09-10,4
283,487,2024-12-05,Delivered,2678.74,2024-12-11,6
284,184,2023-09-12,Delivered,3639.78,2023-09-15,3
285,347,2024-10-02,Delivered,7411.02,2024-10-04,2
286,316,2024-12-19,Delivered,3061.26,2024-12-22,3
287,500,2023-08-27,Delivered,6147.33,2023-09-02,6
288,1321,2023-12-22,Delivered,3327.85,2023-12-24,2
289,396,2023-01-22,Delivered,7960.46,2023-01-27,5
290,276,2023-09-14,Cancelled,3315.36,2023-09-16,2
291,897,2024-07-26,Delivered,3470.25,2024-07-29,3
292,389,2024-08-03,Delivered,7126.610000000001,2024-08-06,3
293,1500,2024-04-24,Delivered,6471.68,2024-04-26,2
294,1873,2024-07-21,Delivered,1675.9,2024-07-27,6
295,921,2023-10-30,Delivered,3156.5600000000004,2023-11-04,5
296,930,2023-01-01,Delivered,1952.27,2023-01-07,6
297,1503,2023-07-09,Cancelled,3030.69,2023-07-11,2
298,746,2024-09-27,Delivered,791.76,2024-10-02,5
299,1349,2024-07-05,Delivered,2175.82,2024-07-08,3
300,510,2024-07-18,Delivered,7657.43,2024-07-21,3
301,840,2024-10-18,Delivered,3972.51,2024-10-21,3
302,69,2023-02-14,Delivered,2638.57,2023-02-16,2
303,33,2023-07-26,Delivered,11589.2,2023-07-29,3
304,33,2024-08-07,Delivered,2565.62,2024-08-13,6
305,1004,2024-06-22,Delivered,2862.04,2024-06-24,2
306,101,2024-01-11,Delivered,2021.85,2024-01-13,2
307,27,2023-08-02,Delivered,1832.82,2023-08-04,2
308,1705,2023-03-23,Delivered,1433.34,2023-03-25,2
309,740,2024-07-25,Delivered,5251.49,2024-07-27,2
310,1684,2024-01-13,Delivered,9183.56,2024-01-19,6
311,273,2024-06-25,Delivered,5550.099999999999,2024-06-28,3
312,312,2023-03-21,Cancelled,4175.219999999999,2023-03-27,6
313,199,2023-04-14,Delivered,394.01,2023-04-18,4
314,389,2023-07-17,Delivered,7306.09,2023-07-21,4
315,1281,2023-07-03,Delivered,3128.22,2023-07-07,4
316,1529,2023-04-19,Delivered,375.38,2023-04-22,3
317,1382,2024-04-14,Delivered,3015.84,2024-04-17,3
318,214,2023-06-20,Delivered,9341.92,2023-06-26,6
319,1034,2023-12-12,Delivered,5295.139999999999,2023-12-14,2
320,1229,2024-03-29,Cancelled,3725.5,2024-03-31,2
321,1127,2023-11-29,Delivered,6490.91,2023-12-02,3
322,1297,2024-03-16,Delivered,4111.53,2024-03-22,6
323,493,2024-07-30,Delivered,1461.63,2024-08-03,4
324,1127,2023-09-18,Delivered,2301.99,2023-09-20,2
325,1966,2024-02-11,Delivered,3267.82,2024-02-14,3
326,292,2024-09-02,Delivered,2280.36,2024-09-04,2
327,310,2023-01-07,Delivered,1411.87,2023-01-10,3
328,1753,2023-11-19,Delivered,6155.52,2023-11-25,6
329,1413,2023-10-10,Cancelled,2790.8900000000003,2023-10-12,2
330,1169,2024-08-08,Delivered,3717.96,2024-08-14,6
331,365,2023-06-09,Delivered,6632.58,2023-06-12,3
332,1193,2023-09-13,Delivered,5704.31,2023-09-15,2
333,189,2024-08-07,Delivered,8246.0,2024-08-09,2
334,1504,2023-03-21,Delivered,2634.48,2023-03-26,5
335,355,2024-05-14,Delivered,1801.68,2024-05-19,5
336,1181,2023-04-08,Delivered,5260.4,2023-04-13,5
337,1497,2024-08-13,Delivered,6658.4400000000005,2024-08-16,3
338,1888,2023-12-09,Delivered,743.0,2023-12-11,2
339,854,2023-05-04,Cancelled,6664.42,2023-05-09,5
340,1337,2024-09-08,Cancelled,9281.26,2024-09-11,3
341,1295,2024-01-27,Delivered,4343.86,2024-01-30,3
342,654,2024-07-06,Delivered,1647.51,2024-07-12,6
343,1430,2023-08-15,Delivered,417.32,2023-08-19,4
344,805,2024-04-01,Delivered,946.48,2024-04-07,6
345,185,2023-08-16,Delivered,6461.07,2023-08-20,4
346,304,2023-05-16,Delivered,599.26,2023-05-19,3
347,1527,2023-02-20,Delivered,4900.12,2023-02-25,5
348,817,2024-05-28,Delivered,7099.15,2024-05-30,2
349,1561,2023-05-19,Delivered,5874.299999999999,2023-05-24,5
350,405,2024-10-29,Delivered,3563.76,2024-10-31,2
351,1507,2024-06-20,Delivered,9946.85,2024-06-25,5
352,441,2023-11-28,Delivered,6821.3,2023-12-01,3
353,231,2024-11-18,Delivered,1921.64,2024-11-22,4
354,391,2023-11-25,Delivered,8240.36,2023-11-30,5
355,1577,2023-11-09,Delivered,6155.39,2023-11-15,6
356,1683,2024-03-28,Delivered,3316.8900000000003,2024-04-03,6
357,1893,2023-08-28,Delivered,9399.25,2023-08-31,3
358,1552,2023-03-29,Delivered,5568.68,2023-04-02,4
359,152,2023-10-22,Delivered,5206.4400000000005,2023-10-28,6
360,228,2023-11-09,Delivered,6256.139999999999,2023-11-12,3
361,215,2024-07-04,Delivered,4078.8,2024-07-08,4
362,1537,2023-09-22,Delivered,2400.76,2023-09-24,2
363,290,2024-12-12,Delivered,6545.75,2024-12-14,2
364,597,2024-11-10,Delivered,5817.9,2024-11-13,3
365,124,2023-10-18,Delivered,9137.35,2023-10-24,6
366,556,2023-02-24,Delivered,7403.469999999999,2023-02-27,3
367,137,2024-02-02,Delivered,5891.45,2024-02-06,4
368,1870,2024-11-06,Delivered,13324.9,2024-11-10,4
369,300,2024-10-26,Delivered,10121.58,2024-10-30,4
370,1042,2024-12-27,Delivered,3401.81,2025-01-01,5
371,1776,2024-09-03,Delivered,757.68,2024-09-08,5
372,513,2024-04-13,Delivered,2961.65,2024-04-17,4
373,82,2023-09-11,Cancelled,4427.7,2023-09-13,2
374,1004,2024-02-07,Delivered,7506.87,2024-02-10,3
375,361,2023-12-30,Delivered,6851.620000000001,2024-01-05,6
376,1027,2023-10-10,Delivered,5193.4400000000005,2023-10-15,5
377,1800,2024-02-01,Cancelled,2953.4,2024-02-04,3
378,61,2024-07-22,Cancelled,7282.87,2024-07-25,3
379,700,2024-02-07,Delivered,3779.87,2024-02-11,4
380,392,2024-06-17,Returned,12410.73,2024-06-19,2
381,1282,2024-12-03,Delivered,7927.32,2024-12-05,2
382,313,2024-03-12,Returned,2215.66,2024-03-16,4
383,675,2024-04-04,Delivered,3410.22,2024-04-08,4
384,284,2024-08-17,Delivered,4570.89,2024-08-22,5
385,1767,2023-05-22,Delivered,5670.15,2023-05-27,5
386,1073,2023-05-19,Delivered,8657.7,2023-05-23,4
387,1578,2023-05-29,Delivered,5387.97,2023-06-04,6
388,324,2023-11-22,Delivered,4769.360000000001,2023-11-26,4
389,1474,2023-05-02,Delivered,3134.0600000000004,2023-05-05,3
390,299,2023-01-31,Delivered,425.05,2023-02-03,3
391,848,2024-02-26,Delivered,4989.799999999999,2024-02-28,2
392,1683,2024-10-14,Cancelled,3293.68,2024-10-17,3
393,1596,2023-07-12,Delivered,7860.75,2023-07-17,5
394,274,2024-09-12,Delivered,3496.76,2024-09-17,5
395,476,2023-08-25,Delivered,4416.18,2023-08-28,3
396,1410,2024-05-03,Delivered,3229.61,2024-05-07,4
397,961,2024-12-30,Delivered,2789.16,2025-01-04,5
398,397,2024-05-18,Delivered,5302.53,2024-05-22,4
399,232,2023-02-03,Delivered,7458.43,2023-02-05,2
400,1896,2023-10-04,Returned,10134.92,2023-10-08,4
401,1375,2023-07-27,Delivered,3403.11,2023-08-01,5
402,450,2024-09-23,Delivered,2172.36,2024-09-26,3
403,938,2023-09-10,Delivered,1280.62,2023-09-16,6
404,1246,2024-01-25,Delivered,2417.04,2024-01-29,4
405,1924,2024-08-08,Delivered,5233.82,2024-08-10,2
406,1794,2024-12-22,Delivered,4909.74,2024-12-27,5
407,925,2024-04-12,Delivered,10405.36,2024-04-14,2
408,252,2024-06-15,Delivered,917.77,2024-06-19,4
409,81,2024-07-25,Delivered,5499.74,2024-07-30,5
410,1972,2023-02-20,Delivered,4941.0,2023-02-26,6
411,1812,2023-11-08,Delivered,6862.32,2023-11-10,2
412,341,2024-03-08,Delivered,2335.92,2024-03-14,6
413,1414,2024-06-13,Cancelled,5521.07,2024-06-18,5
414,1324,2024-04-07,Delivered,5397.74,2024-04-11,4
415,369,2024-08-22,Cancelled,7170.41,2024-08-25,3
416,278,2024-02-07,Delivered,3432.96,2024-02-11,4
417,367,2024-04-09,Delivered,8107.88,2024-04-14,5
418,414,2024-04-10,Delivered,1280.55,2024-04-13,3
419,1329,2024-12-29,Delivered,7537.04,2025-01-02,4
420,254,2023-04-04,Delivered,1620.2,2023-04-07,3
421,744,2023-03-29,Delivered,2420.9,2023-04-01,3
422,1621,2024-06-07,Delivered,1307.34,2024-06-11,4
423,564,2024-01-25,Delivered,837.84,2024-01-27,2
424,344,2024-08-02,Cancelled,2034.94,2024-08-07,5
425,333,2023-05-29,Delivered,4649.36,2023-06-02,4
426,860,2023-11-12,Delivered,1076.92,2023-11-15,3
427,914,2023-10-23,Delivered,2037.81,2023-10-28,5
428,135,2023-07-27,Delivered,5188.51,2023-08-02,6
429,26,2024-04-14,Delivered,1064.04,2024-04-19,5
430,1654,2023-01-06,Delivered,3223.77,2023-01-09,3
431,445,2024-08-25,Delivered,2101.33,2024-08-27,2
432,905,2023-03-23,Delivered,436.54,2023-03-27,4
433,561,2023-10-12,Delivered,7023.88,2023-10-17,5
434,1691,2023-08-01,Delivered,1330.58,2023-08-07,6
435,358,2023-02-07,Delivered,5202.57,2023-02-10,3
436,592,2024-09-09,Delivered,4471.13,2024-09-15,6
437,101,2023-04-22,Delivered,3073.0,2023-04-24,2
438,292,2024-09-17,Delivered,6434.55,2024-09-21,4
439,1173,2024-07-29,Delivered,3731.480000000001,2024-08-03,5
440,1186,2024-01-04,Cancelled,4285.85,2024-01-10,6
441,307,2023-11-27,Delivered,1945.42,2023-12-02,5
442,139,2024-03-13,Delivered,411.4,2024-03-18,5
443,483,2023-05-18,Delivered,10425.45,2023-05-24,6
444,675,2024-06-23,Delivered,6568.47,2024-06-26,3
445,429,2024-09-18,Delivered,5315.16,2024-09-24,6
446,1289,2024-06-25,Returned,1432.46,2024-06-28,3
447,1411,2024-09-11,Cancelled,7687.69,2024-09-16,5
448,589,2024-03-13,Delivered,5256.86,2024-03-16,3
449,1077,2024-08-11,Returned,1441.74,2024-08-13,2
450,266,2024-09-21,Delivered,6157.93,2024-09-24,3
451,1295,2024-05-24,Delivered,9545.68,2024-05-26,2
